name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Kipchimchim M Hospital,qB5zH8R3pV6,14890,pI2ju7BZsfE,Kipchimchim M Hospital,,NA,NA,,POINT,"[35.26811,-0.32737]",,NA,NA,NA,NA
Cheptiangwa Dispensary,CNJ26OyvKxd,20329,cQvnOvaqDNE,Cheptiangwa Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Chebongi Community Unit,Q0L7M3QLhnW,,zvWQ5tdZfKO,Chebongi community unit,Community unit,NA,NA,,NONE,,,NA,NA,NA,NA
Mandera District Hospital,jqrGlRD2MbV,13402,UU5663WBF7t,Mandera District Hospital,,NA,NA,,POINT,"[41.86124,3.94137]",,NA,NA,NA,NA
Ebenezer Medical Clinic (Lari),jiTapCZvyJV,10158,NfJb3vThwG5,Ebenezer Medical Clinic (Lari),,NA,NA,,POINT,"[36.63841,-1.0401]",,NA,NA,NA,NA
Khalalio Health Centre,eOcpcboxzKQ,13379,gVbkohpiw1f,Khalalio Health,,NA,NA,,POINT,"[41.61371,3.96058]",,NA,NA,NA,NA
Entasekera Health Centre,zB3p8XXnfaC,14479,Xo0N7hDyvPP,Entasekera Health Centre,,NA,NA,,POINT,"[35.85272,-1.85142]",,NA,NA,NA,NA
Mtito andei Community Health Unit,Sgz6wn8EECg,602527,UuRk6DvdifM,Mtito andei CHU,Community Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Rachar Community Unit,W6Vae8gI9cm,,Wd7fRx7kIDT,Rachar Community Unit,Community Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Malkamari Health Centre,vLoJFXvvgxh,13401,eLXthnYAfFd,Malkamari Health Centre,,NA,NA,,POINT,,,NA,NA,NA,NA
North Kabura Community Health Unit,F6VyvtPBShp,600229,dzlUVt1ajq1,North Kabura CHU,,NA,NA,,NONE,,,NA,NA,NA,NA
Kaanwa Dispensary,GeQ8joSYNcm,12119,Dcu26yytcIH,Kaanwa Dispensary,,NA,NA,,POINT,"[37.72414,-0.32152]",,NA,NA,NA,NA
Tigithi Ward,ccNXklFrzuP,,pF6qPMIlHte,Tigithi Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Bodi Health Centre,gYaEWAxDwbL,13503,o6cVZ72goEk,Bodi Health Centre,,NA,NA,,POINT,"[34.51242,-0.16328]",,NA,NA,NA,NA
Kasikeu Ward,GzIJxIa88Fg,,XAy1bjurhLU,Kasikeu Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Kipkelion (Chfc) Dispensary,bSxUO59YooF,14896,fLlw3oVxfPp,Kipkelion (CHFC) Disp,,NA,NA,,POINT,"[35.46896,-0.19839]",,NA,NA,NA,NA
Avenue Health Care Nakuru,LsVGfNfkadu,18817,BA2zKL0pmeI,Avenue Health Care Nakuru,Operational,NA,NA,Offering services,POINT,"[36.06528,-0.28633]",,NA,NA,NA,NA
Dr Ngotho Medical Clinic,vCXyv0G01bZ,14418,BA2zKL0pmeI,Dr Ngotho Medical Clinic,,NA,NA,,POINT,"[36.04868,-0.16937]",,NA,NA,NA,NA
Escarpment Dispensary,VtFVcFGinER,17263,NfJb3vThwG5,Escarpment Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Marie Stopes Health Centre (Kericho),qaMuvOPqqNW,15136,D2NqKgPvDTJ,Marie Stopes HC (Kericho),,NA,NA,,POINT,"[35.26359,-0.36461]",,NA,NA,NA,NA
Lovic Dermacare Clinic,rjHUoAl4ge9,17755,Eswb97MIEP8,Lovic Dermacare Clinic,,NA,NA,,POINT,"[39.62155,-4.01807]",,NA,NA,NA,NA
Gituamba Mathore Dispensary,T8WnSVmrDxF,20643,NfJb3vThwG5,Gituamba Mathore Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Afyastar Medical Clinic,zyB0ZAySK90,18552,dnLaU3RrCnp,Afyastar Medical Clinic,,NA,NA,,POINT,"[36.9576,-1.20635]",,NA,NA,NA,NA
Mwanyani Community Health Unit,llk2yF8WGCh,602121,JU8hUkrXMJu,Mwanyani CHU,Community Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Nthunguni Community Health Unit,V1qjwmYzE9s,601995,fmzmogfstWG,Nthunguni CHU,Community Unit,NA,NA,,NONE,"[38.29158,-2.66688]",,NA,NA,NA,NA
Lokore Community Health Unit,X6KeH7HFeQo,,kqTNTiqdUwV,Lokore Community Health Unit,Along Makutano-KAKUMA Road,NA,NA,,NONE,,,NA,NA,NA,NA
Naisura Medical Clinic,zmgX9gY8jdE,12633,TcWlRA6LpLB,Naisura Medical Clinic,,NA,NA,,POINT,"[36.9351,-1.36434]",,NA,NA,NA,NA
Muruai Community Health Unit,UBGGJCr9HMQ,602603,ldTs7l4tu6V,Muruai CHU,,NA,NA,,POINT,"[36.45559,-0.11506]",,NA,NA,NA,NA
Nziu Community Health Unit,WHBrBUX4g7H,602041,CmRdI5qiyot,Nziu CHU,Community Unit,NA,NA,,NONE,"[37.53742,-1.81609]",,NA,NA,NA,NA
Jarajara Dispensary,paXJVpz9TOS,13376,OoG4wdaPLM8,Jarajara Dispensary,,NA,NA,"[39.00744,-0.02649]",POINT,"[39.01243,-0.04419]",,NA,NA,NA,NA
Kapletundo Community Unit,GMEdwB3g7UQ,,N5zFU9qwwa6,KAPLETUNDO COMMUNITY UNIT,COMMUNITY UNIT,NA,NA,,NONE,,,NA,NA,NA,NA
Ngano Health Centre,yeGUcHoOF0W,10856,Yh0tdzyDjHY,Ngano Health Centre,,NA,NA,,POINT,"[36.27064,-0.10927]",,NA,NA,NA,NA
Ndubusat Bethel Dispensary,yJZl8O4zJci,16669,aNuklGLRul5,Ndubusat Dispensary,,NA,NA,,POINT,"[35.40131,-0.10068]",,NA,NA,NA,NA
Chemursoi Dispensary,uMdDAxe9poY,14325,EHPasx2Mt1b,Chemursoi Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Ebusyubi Dispensary,QiAHGmf0031,15867,gvz1kfj99I3,Ebusyubi Dispensary,,NA,NA,,POINT,"[34.55698,0.00968]",,NA,NA,NA,NA
Kabururu Dispensary,K5G6E7PhwOy,,yXwsnpFBIPW,Kabururu Dispensary,Dispensry,NA,NA,,POINT,"[37.77733,-0.40707]",,NA,NA,NA,NA
Huhoini Dispensary,kfyFrKOKqnz,18675,xNnLSFClkz7,Huhoini Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Kipsingei Community Unit,cWGVzqAlo3W,,aB8dffITO0K,KIPSINGEI COMMUNITY UNIT,COMMUNITY UNIT,NA,NA,,NONE,,,NA,NA,NA,NA
General Medical Laboratory,pvJgw6e8lw1,16572,EossaGDQulP,General Medical Lab,,NA,NA,,POINT,"[37.65498,0.04537]",,NA,NA,NA,NA
Dorjos Health Services,m4nXFmVAB8c,16562,EossaGDQulP,Dorjos Health Services,,NA,NA,,POINT,"[37.65489,0.04822]",,NA,NA,NA,NA
AFYA BORA Medical Clinic,nkULxjvBpSM,21165,QFG9oFhHG2F,AFYA BORA Medical Clinic,Private Medical Clinic,NA,NA,,POINT,,,NA,NA,NA,NA
Generation Medical Clinic/Lab,HA0QklBlZb4,16573,EossaGDQulP,Generation MC / Lab,,NA,NA,,POINT,"[37.64287,0.05732]",,NA,NA,NA,NA
Joska Medical Care,Y2F6WriwsGN,16586,EossaGDQulP,Joska Medical Care,,NA,NA,,POINT,"[37.7174,0.05195]",,NA,NA,NA,NA
Kim's Intergrated Clinic,L9cJs39FXQG,16590,EossaGDQulP,Kim's Intergrated Clinic,,NA,NA,,POINT,"[37.65586,0.0483]",,NA,NA,NA,NA
Upper Gilgil Community Unit,FpMv4ccdaAA,,xpXgPL892GT,Upper Gilgil Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kapsamoch Dispensary,wEpSe11za5V,14751,ojy9ffncq0R,Kapsamoch Dispensary,,NA,NA,,POINT,"[34.86029,0.02664]",,NA,NA,NA,NA
Meteitei Sub-District Hospital,h3ZRAclZqK8,15181,f2OJrvgkEuq,Meteitei Sub-District Hos,Sub-County Hospital,NA,NA,,POINT,"[35.30777,0.00568]",,NA,NA,NA,NA
Kiramburune Medical Clinic,PBJTIDOou0f,16591,EossaGDQulP,Kiramburine MC,,NA,NA,,POINT,"[37.66594,0.04788]",,NA,NA,NA,NA
Kabati Medicare Health Services,XI0HgqejXL2,,T9ZjyItHbW9,Kabati MCHS,At Kabati town on Kabati-Tulia road opposite Lusan hotel,NA,NA,,NONE,,,NA,NA,NA,NA
Marble Medical Laboratory,SqrJ45ithH7,16596,EossaGDQulP,Marble Medical Laboratory,,NA,NA,,POINT,"[37.65477,0.0475]",,NA,NA,NA,NA
Kamuti Clinic,SlncSZZk8V1,16588,Ryj106sjw37,Kamuti Clinic,,NA,NA,,POINT,"[37.65259,0.04772]",,NA,NA,NA,NA
Amani Medical Clinic (Meru),t2h5jp8oKBP,19075,Ryj106sjw37,Amani Medical Clinic (Meru),,NA,NA,,POINT,"[37.65956,0.0469]",,NA,NA,NA,NA
Mandera west Sub-county Hospital,bxLmKCtMU4e,13445,cnOOaygI2G3,Mandera west Sub-county Hospital,,NA,NA,,POINT,"[40.22556,3.39329]",,NA,NA,NA,NA
Kinyelwet Community Unit,irOkWRvOAYo,,jNRtiUULfip,Kinyelwet community unit,community unit,NA,NA,,NONE,,,NA,NA,NA,NA
Children's Support Centre Emurembe,CIuooXol8YE,18329,AgnY1dRfILu,Emurembe Children Support,,NA,NA,,POINT,"[34.67416,0.10508]",,NA,NA,NA,NA
Itotia Medical Clinic,Leba23LsocV,19999,oA6eNmEvCaj,Itotia Medical Clinic,,NA,NA,,POINT,"[36.65296,-0.99076]",,NA,NA,NA,NA
Ebukoolo Dispensary,EG1SVurEMgh,17113,HxODkmO42Nw,Ebukoolo Dispensary,,NA,NA,,POINT,"[34.56529,0.07111]",,NA,NA,NA,NA
Tumaini Welliness Centre,uasFa83tJyA,20437,OrArvkA4MbA,Tumaini Welliness Centre,,NA,NA,,NONE,,,NA,NA,NA,NA
Ngarariga Dispensary,VPHWgSmuK5L,,xhVi71INcFs,Ngarariga Dispensary,,NA,NA,,POINT,"[36.81,-0.87]",,NA,NA,NA,NA
Kapchemuta dispensary,Tl9BYv9wOvk,,nwXVUZOi5LN,Kapchemuta dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Enziu Community Unit,zK6Z7R7h4yO,E0008,x9P3yE4K4qt,Enziu Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Tudor District Hospital (Mombasa),QXYRGaSfPBL,11861,oLZDP6nDlYc,Tudor District Hospital,,NA,NA,,POINT,"[39.664,-4.03993]",,NA,NA,NA,NA
Rafiki Miracle Clinic (Hindi ),ESHKx6TOx18,11749,yCylsEe6jSZ,Rafiki Clinic,Located within Hindi town,NA,NA,,POINT,"[40.9492,-2.27788]",,NA,NA,NA,NA
Nandi Hills District Hospital,ucpxRXJhTuE,14179,iWDqdgd87nd,Nandi Hills D.H,In Nandi Hills town,NA,NA,A referral facility for Nandi SET sub counties and parts of Nyando sub county.,POINT,"[35.18361,0.10404]",,NA,NA,NA,NA
Sitoi Tea Dispensary,KQpyun8ZJeo,15597,iWDqdgd87nd,Sitoi Tea Disp,,NA,NA,,POINT,"[35.18068,0.0929]",,NA,NA,NA,NA
Maemba Dispensary,LX8YJdsaSPa,20871,BzWaUDxCn6y,Maemba Dispensary,New,NA,NA,Operational,NONE,,,NA,NA,NA,NA
Nyamagongwi Dispensary,epcssoJho5F,22110,xUtluqIJmBZ,Nyamagongwi Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Nyapeta Community Health Unit,gy2ZQTpqQMn,,ndBnE6yUjoy,Nyapeta Community Health Unit,Functional,NA,NA,,NONE,,,NA,NA,NA,NA
Immanuel Medical Clinic,GPx7WbEdY6S,10351,oA6eNmEvCaj,Immanuel Medical Clinic,,NA,NA,,POINT,"[36.62937,-0.97942]",,NA,NA,NA,NA
Chung'ari Community Health Unit,kW6KACdnQ4l,700292,dtbW7eHfCpd,Chung'ari Community Health Unit,The Community Health Unit  is Semi Functional,NA,NA,The Unit is already reporting,NONE,,,NA,NA,NA,NA
Kanyerus Dispensary,WVYx572Ch3P,20084,ieOIyNJbMxc,Kanyerus Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Uvete Communit Community Health Unit,YYtNPNOevRo,602093,EiVhYYfY6Xm,Uvete Communit CHU,,NA,NA,,POINT,"[37.34982,-1.85695]",,NA,NA,NA,NA
Neboi Dispensary,KEroL568tPp,16812,UU5663WBF7t,Neboi Dispensary,,NA,NA,,POINT,"[41.81139,3.9466]",,NA,NA,NA,NA
Kagwe Health Centre,rEzMVH8ATMz,10414,aR3qJ3GyWeP,Kagwe Health Centre,,NA,NA,,NONE,,,NA,NA,NA,NA
Eagle Health Care Solution,y66tzv9tspm,,HWHpeXSxVCb,Eagle Health Care Solution,"Medical Clinic  Located at Palace Building 3RD floor OPP Co-op Bank,Kangemi",NA,NA,,NONE,,,NA,NA,NA,NA
Mariakani Cottage Hospital Utawala Clinic,kj4AhTyo46r,19432,gD4xxgDGJ4Y,Mariakani Cottage Hospital Utawala Clinic,Utawala Shopping Mall,NA,NA,Operational,POINT,"[36.9716,-1.28861]",,NA,NA,NA,NA
Lolkuniyani Dispensary,CzwGoofaQ7m,20743,p2OJcxIoP6e,Lolkuniyani Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Lwanyange A Community Unit,JWLi2uiCGlY,,vgM5avR9tJs,Lwanyange A,,NA,NA,,NONE,,,NA,NA,NA,NA
Junction Medical Clinic,PYpFtijsCdO,16450,NHcPsj2IMSr,Junction Medical Clinic,,NA,NA,,POINT,"[34.7328,0.1152]",,NA,NA,NA,NA
Ongata Naado Community Health Unit,ocbgv5XAXFW,601112,sNZrgfz0RoU,Ongata Naado CHU,,NA,NA,,POINT,"[35.99404,-1.25086]",,NA,NA,NA,NA
Alliance Clinic,lBSKqMNnHEz,15794,NHcPsj2IMSr,Alliance Clinic,,NA,NA,,POINT,"[34.73399,0.11834]",,NA,NA,NA,NA
Wingemi Health Centre,Tqb483GsrKg,12848,WOJ90HLwb6o,Wingemi Health Centre,,NA,NA,,POINT,"[38.47439,-0.99682]",,NA,NA,NA,NA
Nyamagundo Health Centre,kNz883gc5n8,13892,lRfveTknPgF,Nyamagundo Health Centre,,NA,NA,,POINT,"[34.70238,-0.63928]",,NA,NA,NA,NA
Kibulgeny Dispensary,slLvfMOMmp1,,HglOFYGPmKB,Kibulgeny Dis,,NA,NA,,NONE,,,NA,NA,NA,NA
Githunguri Sub County,E7tkGikenbD,227,qKzosKQPl6G,Githunguri sub county,,NA,NA,,NONE,,,NA,NA,NA,NA
Ilika Dispensary,tPcJZi52slz,12085,LHmp6sPE2w7,Ilika Dispensary,,NA,NA,,POINT,"[37.76408,-1.55708]",,NA,NA,NA,NA
Makueni County Beyond Zero Mobile CLINIC,sSpDotVamEv,20975,MGxM50hGFBS,Makueni County Beyond Zero Mobile CLINIC,Mobile Clinic,NA,NA,Mobile,NONE,,,NA,NA,NA,NA
Khartoum Tea Dispensary,BY5hzogAARK,14844,O4tmt5AWnNr,Khartoum Tea Disp(Nandi E,,NA,NA,,POINT,"[35.22457,0.11973]",,NA,NA,NA,NA
Likoni Catholic Dispensary,bVvybxoOuLr,11520,bZcRxqnzRy0,Likoni Catholic Dispensary,,NA,NA,,POINT,"[39.64575,-4.0992]",,NA,NA,NA,NA
Yimwaa Community Unit,rW5E8kq1lWj,,WoWzt5bt6BN,Yimwaa Community  Unit,Community  Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Dela Dispensary,t7g8esxRT51,,FpUMvmJqkG2,Dela Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Waudha Community unit,FliJheRKSnf,,B8Y8xuk4MFf,Waudha Community unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Shikutse Community Health Unit,ZX3Yyhn5YQ1,600708,z3XPCm6Ssp3,Shikutse  Community Health Unit,,NA,NA,Shikutse Baptist church,POINT,"[34.75233,0.41007]",,NA,NA,NA,NA
Kirwiro Community Health Unit,ZmfI4KCiCwn,700293,dtbW7eHfCpd,Kirwiro Communty Health Unit,The Health Unit is semi-Functional,NA,NA,The Unit is Aleady REPORTNG,NONE,,,NA,NA,NA,NA
AIDS Health Foundation,Pt3AOtGccoJ,20602,QhDd2LAuXAF,AIDS Health Foundation,AHF along 3rd parklands avenue,NA,NA,,NONE,,,NA,NA,NA,NA
Blue Haven Medical Clinic,PLvmKDS2lqz,18180,w3MNsmpJJHX,Blue Haven Medical Clinic,,NA,NA,,POINT,"[36.92414,-1.19714]",,NA,NA,NA,NA
EMUKAYA B CU,OaNmGK6vQ8X,,wcM6pww7h2a,EMUKAYA B CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Kabuchai Community Unit,LKMuxpBxaLG,,OOXFr1NfIlA,Kabuchai CU,Attached to kabuchai health centre,NA,NA,,NONE,,,NA,NA,NA,NA
Lwanda Community Unit,i0MotUfmbPh,,zE32IoXtVqM,Lwanda CU,Attached to Lwanda dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Lukhome Community Unit,nf91ATW16tK,,H0082HeDWgo,Lukhome Lukhome CU,Attached to Lukhome dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Ndalat Gaa Dispensary,eCQ9KVr2OIv,15320,JsaOcykkym2,Ndalat Gaa Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Chemsik Dispensary,PO9Tw189WAW,16731,XLsFzNATUQ2,Chemsik Dispensary,,NA,NA,,POINT,"[35.90928,0.98611]",,NA,NA,NA,NA
Tumaini Africa,o9IJr6neQBb,,pUKcRGZTyGW,Tumaini Africa,,NA,NA,,NONE,,,NA,NA,NA,NA
Koruma Dispensary,kXAoZhmJwWB,,uMqAPTG5rm0,Koruma Dispensary,Dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Kathuma Dispensary,J0wRY7TJfUL,,T9ZjyItHbW9,Kathuma Disp.,not operational,NA,NA,not open,POINT,"[38.01669,-1.29818]",,NA,NA,NA,NA
Ankamia Dispensary,UzMuDRtMpXE,18871,ELYCgxhiudW,Ankamia Dispensary,,NA,NA,,POINT,"[37.87908,0.12588]",,NA,NA,NA,NA
Bwake Community Unit,tIohgQthAXC,,UO03qMLxpB7,Bwake CU,Attached to Luuya dispensary,NA,NA,,NONE,,,NA,NA,NA,NA
Cordis Maria Dispensary,XsWdXMDDBpL,19722,PN1D8Nm8ufZ,Cordis Maria Dispensary,,NA,NA,,POINT,"[36.93658,-1.21589]",,NA,NA,NA,NA
Miendo Dispensary,yqVCQqifDtt,,rAJO40KF2F6,Miendo Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Devki Staff Clinic (Ruiru),UgvBHW4SiI6,19265,uQXYQokmIzX,Devki Staff Clinic (Ruiru),,NA,NA,,POINT,"[36.95597,-1.14901]",,NA,NA,NA,NA
Banisa Community Unit,r9DGeH7sXDc,,MmojLQkJWtM,Banisa Community Unit,Community Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Kanyagia Community Health Unit,UCmNRcvRrea,601539,ldTs7l4tu6V,Kanyagia CHU,,NA,NA,,NONE,,,NA,NA,NA,NA
Lokwamosing Community Health Unit,OK41assy6eV,700081,v7agKIoLNav,Lokwamosing Comunity Health Unit,Lokwamosing Dispensary along Lokwamosing - Lokori Road,NA,NA,,NONE,,,NA,NA,NA,NA
Ipali Health Centre,Xm3UkkgGu65,15904,HxODkmO42Nw,Ipali Health Centre,,NA,NA,,POINT,"[34.58067,0.0505]",,NA,NA,NA,NA
Mutulani Dispensary,Gu8cIEc9COd,18008,bMFoCdyYs5e,Mutulani Disp,,NA,NA,,POINT,"[37.5608,-1.86354]",,NA,NA,NA,NA
Kopanga Dispensary,MQcFGwW1QsE,13718,c2OOtR8JNjy,Kopanga Dispensary,Situated in Suba West division and its a FBO Facility,NA,NA,Faith based organization supported by MOPHS staff a nurse,POINT,"[34.29808,-1.13742]",,NA,NA,NA,NA
Vanga Ward,HEKTLM0EwH0,,TdcYaufNV4p,Vanga Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Anole Community Unit,JZhgKVCShyD,,w7iTHNs5jcu,Anole Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Mwichio Amua Medical Clinic,w5kcCzrN24S,16057,rF4SKTlT0XH,Mwichio Amua MC,,NA,NA,,POINT,"[34.60972,0.07349]",,NA,NA,NA,NA
Mgamboni Dispensary,crwMVmc9804,11601,KOJIrVBHq0c,Mgamboni Dispensary,,NA,NA,,POINT,"[39.66317,-3.84538]",,NA,NA,NA,NA
Itunduimuni Community Health Unit,oWF9XUuq54y,602047,yUt0nmg89LB,Itunduimuni CHU,,NA,NA,,NONE,,,NA,NA,NA,NA
Kapchemwani Dispensary,FQYIEOl4hmM,15921,d7jBlFuDPt7,Kapchemwani Dispensary,,NA,NA,,POINT,"[34.76278,0.03782]",,NA,NA,NA,NA
Kumpa Community Clinic,YMk0KsLKBpM,,LeE5Ma7cpT6,Kumpa Community Clinic,Medical Clinic,NA,NA,,NONE,,,NA,NA,NA,NA
Namirembe Community Health Unit,VlJ99Ubu1YY,700487,yhwoQXYfogS,Namirembe Community Health Unit,Community Unit,NA,NA,,NONE,,,NA,NA,NA,NA
Misikhu Main Medical Clinic,LRiycfx0jQM,19950,WskHX9On3vR,Misikhu Main Medical Clinic,Medical Clinic,NA,NA,,POINT,"[34.75677,0.7182]",,NA,NA,NA,NA
Eshikulu Dispensary,ozud4J6eShX,17217,KcXeBdcYXss,Eshikulu Dispensary,In South Wanga Division,NA,NA,,POINT,"[34.43925,0.30169]",,NA,NA,NA,NA
Mumias Model Health Centre,pyNcZj1SiiO,16035,w6anQIp7OrZ,Mumias Model Health Centre,,NA,NA,,POINT,"[34.4483,0.3355]",,NA,NA,NA,NA
Bay Way Medical Clinic,gGWCryggS8Z,15806,P35Hsu3jEza,Bay Way Medical Clinic,,NA,NA,,POINT,"[34.56958,0.00125]",,NA,NA,NA,NA
Dwa Health Centre,e0zO0k8UvlD,11991,zU0IodQbzMz,DWA Health Centre,Around 3 km form Kibwezi Town through Dwa road.,NA,NA,,POINT,"[38.01388,-2.39765]",,NA,NA,NA,NA
Shelter of Hope medical clinic,WAZxDNr3Xrs,21540,V6fgSDAq913,Shelter of Hope medical clinic,linic,NA,NA,,NONE,,,NA,NA,NA,NA
Mogotio Mobile,lHkiP9bKhsi,,XMu4DpnN95t,mogotio mobile,,NA,NA,,NONE,,,NA,NA,NA,NA
Aenue Health Care,bZVgAr4LNDW,,x1SnGzy9rZL,Aenue Health Care,,NA,NA,,NONE,,,NA,NA,NA,NA
Kavingoni Community Health Unit,WyR7dZ4gMxe,602532,eqDzqvZNpZ7,Kavingoni CHU,Community Unit,NA,NA,,NONE,"[37.72985,-1.91523]",,NA,NA,NA,NA
St Bakhita Mission,xbEM1rj9CDK,,WskHX9On3vR,St Bakhita Mission,,NA,NA,,NONE,,,NA,NA,NA,NA
Illasit Community Unit,BkebDLit0eA,,AW9zmG5PLRL,Illasit community unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Ibrahim Ure Dispensary,WHzn3V8zdBk,18808,bhhINffrIu8,Ibrahim Ure Dispensary,Dispensary,NA,NA,,POINT,"[40.61069,1.58154]",,NA,NA,NA,NA
Gram's Medical Clinic,YwNNF2PBc5H,20946,ZD3ThdrdoTN,Gram's Medical Clinic,Situated along Kisumu Busia Road within Luanda Town,NA,NA,,NONE,,,NA,NA,NA,NA
Kikiini Dispensary,ye8RKlPq7dP,16932,wBisHlJd2aK,Kikiini Dispensary,,NA,NA,,POINT,"[38.00723,-1.15052]",,NA,NA,NA,NA
Kamulat Clinic (Ndabarnach),zXrEavKOTss,14883,wyQ3FlLalVy,Kamulat Clinic (Ndabarnach),,NA,NA,,POINT,"[35.1593,0.85098]",,NA,NA,NA,NA
Gathiruini (PCEA) Dispensary,ZhLMW5vxOrJ,10219,Tqs3YLWw30B,Gathiruini (PCEA) Disp,,NA,NA,,POINT,"[36.87118,-1.04995]",,NA,NA,NA,NA
Mummy's Medical Clinic,k2WPRyAHIXH,16039,P35Hsu3jEza,Mummy's Medical Clinic,,NA,NA,,POINT,"[34.57765,0.01913]",,NA,NA,NA,NA
Bwena Dipensary,cpDhGwdMYRY,14277,OEuGotz3swq,Bwena Dipensary,,NA,NA,,POINT,"[35.09192,1.26062]",,NA,NA,NA,NA
Mungore Community Unit,dgCxh7jdldb,,OwaQqvBExjF,Mungore Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Luanda Town Dispensary,qIGDrvFNv3H,15963,ZD3ThdrdoTN,Luanda Town Dispensary,,NA,NA,A new CDF constructed health facility gazetted the year 2010 and became operational in may 2012,POINT,"[34.58669,0.02453]",,NA,NA,NA,NA
Kambiti Community Health Unit,qedF7LOa8i5,601506,TGDQ4YJ1kik,Kambiti CHU,COMMUNITY UNIT,NA,NA,,NONE,,,NA,NA,NA,NA
Afya Medical Clinic (Wajir East),ODRJUwfTLvk,13270,uov0yFMw9Qm,Afya MC (Wajir East),,NA,NA,,POINT,"[40.05697,1.74477]",,NA,NA,NA,NA
Kidaya Ndiwenyi Community Health Unit,I2uq68raWAt,601878,SNCOL32lKCU,Kidaya Ndiwenyi CHU,Community Unit,NA,NA,,NONE,"[38.33356,-3.43289]",,NA,NA,NA,NA
Namatotoa Community Unit,UEXIy2su5WT,,OwaQqvBExjF,Namatotoa Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kanyumbuni Community Health Unit,kyzGT2AhWH4,601748,HGLQF59nCsF,Kanyumbuni CHU,,NA,NA,,NONE,"[39.64462,-3.9402]",,NA,NA,NA,NA
Chamakanga Mission,wEWIMLj1i9i,15845,cUBWuuQYISs,Chamakanga Mission,,NA,NA,,POINT,"[34.79545,0.14687]",,NA,NA,NA,NA
Kabebero Aipca Dispensary,ke9S2Mz3VEm,18337,rFsKRF8TYWO,Kabebero AIPCA Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Christian Partners Development Agency VCT,Q3Yk9ysG1Zp,18270,NHcPsj2IMSr,CPDA,,NA,NA,,POINT,"[34.73582,0.12105]",,NA,NA,NA,NA
Joy Medical Clinic (Thunguma),HxsxJk2Sj0y,10381,h8Uo12ri0RF,Joy MC (Thunguma),,NA,NA,,POINT,"[36.9937,-0.41727]",,NA,NA,NA,NA
Griftu District Hospital,yoExW61ga83,13352,xvlSuZsdYVY,Griftu District Hospital,,NA,NA,,POINT,"[39.75472,1.99695]",,NA,NA,NA,NA
Cheplambus Dispensary,Yh9TiSUTbrT,14352,l7Lt0CsaQGl,Cheplambus Dispensary,,NA,NA,Operational,POINT,"[35.75004,0.28969]",,NA,NA,NA,NA
Railway Training Institute  Dispensary South B,No67ZbXCR2x,13168,LYgnp1wcewP,RTI Dispensary,,NA,NA,,POINT,"[36.83443,-1.31514]",,NA,NA,NA,NA
Itara Medical Clinic,mLxv3cfMaoc,10356,WQtfFgLYHGe,Itara Medical Clinic,,NA,NA,,POINT,"[36.9897,-0.56737]",,NA,NA,NA,NA
Del Monte Dispensary,LDMTNZ2HsUW,10105,t7COLdUthus,Del Monte Dispensary,,NA,NA,,POINT,,,NA,NA,NA,NA
Alimaow Health Centre,il9cndRb7vt,13281,SjGfdtwQbHd,Alimaow Health Centre,,NA,NA,,POINT,"[40.04766,1.73461]",,NA,NA,NA,NA
Nyaribari Masaba Sub County,A6Sj8RumZ0m,616,sPkRcDvhGWA,Nyaribari Masaba Sub County,,NA,NA,,NONE,,,NA,NA,NA,NA
