name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Aga Khan Hospital (Juja),r28OUMDBzqU,20390,WsPnZQHN2CZ,Aga Khan Hospital (Juja),,,,,POINT,"[36.89654,-1.04323]",,,,,
Teso District Hospital,YYQm99dJJ7X,16150,VG4qlKr4Z2A,Teso District Hospital,,,,,POINT,#N/A,,,,,
Kiandege M Clinic,ESuELQhr8Ym,10550,Nv8G0Ki2owJ,Kiandege M. Clinic,,,,Closed,POINT,,,,,,
Family Health Options Kenya Clinic,u4P8zegMd6d,16756,x1SnGzy9rZL,Family Health Options Cli,,,,,POINT,"[37.07241,-1.03051]",,,,,
Most Precious Blood Sisters Dispensary,xmIbJciQpNO,17363,LSpZcRA9tgp,Most Precious Blood Siste,,,,,POINT,"[36.65859,-1.19816]",,,,,
Chepkero Community Health Unit,OdFFEmxc9Fw,600831,ZkaUsGnIX5o,Chepkero CHU,,,,Linked to Chepkero Dispensary,POINT,"[35.45584,0.38446]",,,,,
Wiyeta Dispensary,LNeiFE8eJWb,15783,hHfS8R69bEH,Wiyeta Dispensary,,,,,NONE,"[35.12184,1.12463]",,,,,
Githunguri Health Centre,rg99yzExwVO,10269,NFNF57gkxbf,Githunguri Health Centre,,,,,POINT,"[36.77783,-1.05738]",,,,,
Kerobo Health Centre,shH3wN0yTJZ,17232,Z4MKjHrF1wJ,Kerobo Health Centre,,,,we care for your health,POINT,"[34.94223,-0.49604]",,,,,
Likoni Community Clinic,SFSokPm5mwa,11521,bZcRxqnzRy0,Likoni Community Clinic,,,,,NONE,,,,,,
Busieso Dispensary,YvEGuiUa4ar,18208,z5brnaiDs4p,Busieso dispensary,,,,,NONE,,,,,,
Nyumbani Village Catholic Dispensary,pWykBnoPIUn,18199,LHmp6sPE2w7,Nyumbani village Catholic,,,,,POINT,"[37.80471,-1.31890]",,,,,
Our Choice Medical Clinic,J1gYLm0TPVd,10923,uhmsPJrZCXF,Our Choice Medical Clinic,,,,,NONE,,,,,,
Muchukwo Dispensary,uHzUcMn9gaD,15243,OlKUTmnTY57,Muchukwo Dispensary,,,,,POINT,"[35.66965,0.59678]",,,,,
Kigari Teachers College Dispensary,MdykyNtIcuq,19231,ncD8mIBXHRn,Kigari TTC Dispensary,,,,,POINT,"[37.47052,-0.44347]",,,,,
PCEA Honi Dispensary,aNL57RUMfIt,19827,uhmsPJrZCXF,PCEA Honi Dispensary,,,,,POINT,"[36.99297,-0.34576]",,,,,
Shanta Abaq Community Health Unit,zzAEBQ7n8rY,601744,JbCL7yTnNPi,Shanta Abaq CHU,Community Unit,,,,POINT,"[39.82306,1.89402]",,,,,
Lamu Fort VCT,jF3YIj4ldNs,11513,khU4bMjWLt6,Lamu Fort VCT,,,,,NONE,,,,,,
Ngosuani Dispensary,P0TgYUzeh81,17752,u5iwkT3DDNJ,Ngosuani Dispensary,,,,,POINT,"[35.59263,-1.41424]",,,,,
Kinyambu Kwitu Medical Clinic,r38NjTVCD5l,20108,zU0IodQbzMz,Kinyambu Kwitu Medical Clinic,At Kinyambu market along Nairobi - Mombasa highway,,,,POINT,"[37.99675,-2.48025]",,,,,
Mutitu Sub-District Hospital,DwPhw6gtPgG,12601,qWZAzrzTN2v,Mutitu Sub-District Hospi,,,,,POINT,"[38.17377,-1.22724]",,,,,
Tangulbei/Korossi Ward,i4HY1pMsQ4q,,Mk4bMOSMRTB,Tangulbei/Korossi Ward,,,,,NONE,,,,,,
Kapsiw  Dispensary,LrWSOVUEAWj,,bxngHzifzKY,Kapsiw  Dispensary,,,,,NONE,,,,,,
Kirigara (MCK) Dispensary,PnYRbWmiSJA,16840,Ay0bToL5BTE,Kirigara (MCK) Dispensary,,,,,NONE,,,,,,
Meru Childrens Clinic,wdhNieSzEb0,12515,EossaGDQulP,Meru Childrens Clinic,,,,,NONE,,,,,,
Gitine Medical Clinic,YAjqEjOw6KX,12043,AzpgHxbLVoh,Gitine Medical Clinic,,,,,NONE,,,,,,
Iiani Catholic Dispensary,Bwlg8yPAxVA,12073,IgBhlSMshmk,Iiani Catholic Dispensary,,,,,POINT,"[37.89477,-1.14241]",,,,,
Kangundo Community Clinic,RRc8dcG4bkj,12176,xcOIxh5GkD7,Kangundo Community Clinic,,,,,POINT,#N/A,,,,,
St Kizito Health Centre,MXHxepw8K5w,14114,lOqK0cwQKaH,St Kizito Health Centre,,,,,POINT,"[34.61312,-1.1914]",,,,,
Beyond Zero Clinic (Kilifi),mW5hAXqSo2i,,M5NeUqFK6KO,BZC KILIFI COUNTY,,,,,NONE,,,,,,
Mosoriot Sub County Hospital,uBH5mlmn9vz,15229,iZNVvlnVxm6,Mosoriot Hospital,OPPOSITE MOSORIOT TTC .,,,,POINT,"[35.1732,0.32164]",,,,,
Githima Health Clinic,i979WT12Mf5,,t7COLdUthus,Githima health clinic,,,,,NONE,,,,,,
Bahati Hospital(Joska),ov8IEjpIk1j,21204,OMFDcpMhxBr,Bahati Hospital(Joska),Situated along Nairobi - Kangundo Road at Joska Market,,,,POINT,"[37.09737,-1.28363]",,,,,
Mama Caro Clinic,IPZml6LeKzg,13762,lOqK0cwQKaH,Mama Caro Clinic,,,,,POINT,"[34.62693,-1.18054]",,,,,
Kithunguriri Dispensary,DsDPTeLsKVa,12361,ncD8mIBXHRn,Kithunguriri Dispensary,,,,,POINT,"[37.47783,-0.37769]",,,,,
Kagumo Live Giving Dispensary/Laboratory,Ct1Yt31j0ed,10403,xFI9cbIii9H,Kagumo Live Giving Disp/L,,,,,POINT,"[37.23825,-0.47255]",,,,,
Kaptoror Dispensary,OjJ10SUoEa2,17254,bxngHzifzKY,Kaptoror dispensary,,,,,POINT,#N/A,,,,,
Aga Khan Hospital,czNciMCk3z5,12867,QhDd2LAuXAF,Aga Khan Hospital,,,,,POINT,"[36.8179,-1.26223]",,,,,
Nguthuru Dispensary,zYj4CXp4xtS,10875,X7rwLIDSf7d,Nguthuru Dispensary,,,,,POINT,"[37.09954,-0.96422]",,,,,
Bossei Dispensary,WN8SWfDASte,14270,hOymt7wmmCI,Bossei Dispensary,,,,,POINT,"[35.7867,0.67729]",,,,,
Kamawoi Dispensary,mWWHYZ1tDWQ,14671,yr6iJLD5JmG,Kamawoi Dispensary,,,,,POINT,"[35.12798,-0.39043]",,,,,
Rural Medical Clinic (Nyeri South),NYxI45x0rMe,10977,AO0q4JiVIMz,Rural MC (Nyeri South),,,,,POINT,"[36.94154,-0.4625]",,,,,
Arpollo Dispensary,M2tQEOieF7E,14214,V9GqRwFec0l,Arpollo Dispensary,,,,,POINT,"[35.36162,1.19554]",,,,,
Salama Medical Clinic,f2tZvA6wzPW,10995,Ls8TbRfbKBs,Salama Medical Clinic,,,,,POINT,"[37.1251,-0.45946]",,,,,
Eldamaravine Nursing Home,C5O1sSoaVt7,19322,ikiFHlCFCCq,EldamaRavine Nursing Home,Nursing Home,,,,POINT,"[35.73211,0.05549]",,,,,
Green Valley Clinic,VJrq2ZoA12x,18740,HxODkmO42Nw,Green Valley Clinic,,,,,POINT,"[34.5803,0.05]",,,,,
Sagana Community Health Unit,TzxsjtOhJjw,601440,sm3tsYY05ZR,Sagana CHU,,,,,NONE,,,,,,
Magwagwa Health Centre,fgKTzsc9pph,13756,AAVwWFH70cF,Magwagwa Health Centre,,,,,POINT,"[35.01385,-0.49025]",,,,,
Kerer Community Dispensary,h8I9FPLG8Kf,,qsljIZxApCc,Kerer  Community Dispensary,,,,,NONE,,,,,,
Afya Bora Medical Clinic (Nyeri South),Os6yrC9h94h,10008,h8Uo12ri0RF,Afya Bora MC (Nyeri South,,,,,POINT,"[36.96286,-0.43574]",,,,,
Afya Njema Medical Clinic (Kieni East),DqiffkkAscL,,REFeM2dROq3,Afya Njema MC,,,,,NONE,,,,,,
Shawif Medical Services,BI8l6jHDWkR,,Qusks6YHAmd,Shawif Medical Services,,,,,POINT,"[36.88732,-1.26056]",,,,,
Olchekut Community Based Clinic,r553arsDftg,17802,MAdyJPs0RUr,Olchekut Community Based Clinic,,,,,POINT,"[35.87366,-1.08806]",,,,,
Lessos Community Dispensary,U6cuWLDIg1T,15030,w0ljXC7o4Rd,Lessos Community Dispensa,,,,,POINT,"[35.27787,0.15538]",,,,,
Makyau Dispensary,ZZUfDdPyRYF,18397,aQ530J1wOWr,Makyau Dispensary,,,,,POINT,"[37.20373,-1.47711]",,,,,
Kimnai Dispensary,BBja2vvFgHY,14874,aMEeDm5knkx,Kimnai Dispensary,,,,,POINT,"[35.45528,1.03144]",,,,,
Kiplobotwo Dispensary,RnQSDU7pg5p,17299,aMEeDm5knkx,Kiplobotwo dispensary,,,,,POINT,#N/A,,,,,
Kipsaiya Dispensary,OnyqznbAJLV,14909,bxngHzifzKY,Kipsaiya Dispensary,,,,,POINT,#N/A,,,,,
Osano Nursing Home,F9LuSdEmFEE,13995,ccNnEThhT6C,Osano Nursing Home,,,,,POINT,"[34.37074,-0.7305]",,,,,
Leo Surgery,Th3runOzouh,18538,yS9HZLzM3Ah,Leo Surgery,Next to  Sizzilers Hotel,,,,NONE,"[36.78578,-1.8434]",,,,,
Martha Medical Clinic,iwkrolGH0ec,10694,rGu0Fh2c3kI,Martha Medical Clinic,,,,,NONE,,,,,,
Sunny Medical Clinic,HrDwSYPcMf7,,GAsUkSqRL2f,Sunny Medical Clinic,Medical Clinic,,,,NONE,,,,,,
Enkorika Health Centre,d96sBCgxXJv,14463,oqGH96tt2v4,Enkorika Health Centre,,,,,POINT,"[36.92131,-1.96444]",,,,,
Lorngoswa Dispensary,hNV2L5zVBAE,15087,quFXokobrnW,Lorngoswa Dispensary,,,,,POINT,"[36.65522,-2.14664]",,,,,
Apia Medical Clinic,lIlyphPwr7Y,11224,OvI6w06DhPJ,Apia Medical Clinic,,,,,NONE,,,,,,
Kuresoi Community Health Unit,CnaRz5xiBNP,602179,ZQBkmrdOpuC,Kuresoi CHU,,,,,POINT,"[35.53214,-0.3019]",,,,,
Faith Clinic,T34CqOPE46U,10175,pToDCseGSVa,Faith Clinic,,,,,NONE,,,,,,
Nezel Medical Centre(Njiru),V590CbbbhQm,20528,aZGmpSZ2M0H,Nezel Medical Centre Njiru,Functional,,,,POINT,,,,,,
Sunny Medical Clinic (Nyeri South),EAVZjdIWFjR,11080,zaU3Wr5KwCY,Sunny MC (Nyeri South),,,,,POINT,"[37.12424,-0.48124]",,,,,
Bevans Medical Clinic,yoTriEM3pAh,19709,oCDeWaZZImt,Bevans Medical Clinic,,,,,POINT,"[37.12576,-0.47988]",,,,,
Sumbeiywet Dispensary,bixIlsWqJwG,15683,aMEeDm5knkx,Sumbeiywet Dispensary,,,,,POINT,#N/A,,,,,
Arcade Medical Clinic,HgDQroEjLHs,10037,oCDeWaZZImt,Arcade Medical Clinic,,,,,POINT,"[37.12399,-0.48011]",,,,,
Mutwangombe Dispensary,z2B4JGxlVsg,19933,sTm9i4x7TTQ,Mutwangombe Dispensary,,,,,POINT,"[38.17331,-0.87555]",,,,,
Consolata Mission Hospital (Mathari),Aqw6Dbpsjk6,10100,Jf0JOsPw0vn,Consolata Mission H (Math,,,,,POINT,"[36.9197,-0.41383]",,,,,
Bodo Medical Clinic,QAsALhw98vK,20726,VGENlt3MTt7,Bodo Medical Clinic,,,,,POINT,"[39.41154,-4.54650]",,,,,
Batian Eye Clinic,taRRAQntvz4,10051,At5MPktCh4M,Batian Eye Clinic,,,,,POINT,,,,,,
Batian Laboratory Services,zXfVPF4qAN8,10052,At5MPktCh4M,Batian Laboratory Service,,,,,POINT,,,,,,
St Joseph Nursing Home,RjJH4tax8Po,17933,i1zR9ESXM9L,St Joseph Nursing Home,,,,,POINT,"[36.84592,-1.27049]",,,,,
Chalo Medical Clinic,wIQX5p5lwIz,10086,iQw990SbVXY,Chalo Medical Clinic,,,,,POINT,"[36.93237,-0.4288]",,,,,
Bamburi Medicare,ZosyfWIzXWl,11240,FydnlJp81aR,Bamburi Medicare,,,,,POINT,"[39.6986,-4.00329]",,,,,
Mku Dispensary,ymyXICc8qiI,,x1SnGzy9rZL,MKU Dispensary,,,,,NONE,,,,,,
Hema Medical Clinic,OfGezTOlhbb,13602,Qn5Fff2lIDz,Hema Medical Clinic,,,,facility non functional,POINT,"[34.9482,-0.76327]",,,,,
Thika Sasa Centre,Obc1725FZI2,17968,x1SnGzy9rZL,Thika Sasa Centre,,,,,NONE,,,,,,
Getongoroma Community Unit,hKJirGhmLS0,,BSIVRetkq9o,Getongoroma Community Unit,,,,,NONE,,,,,,
Jaima Clinic,TnSyl07fazM,10364,tWc3XLOEMO1,Jaima Clinic,,,,,POINT,"[37.3954,-0.6524]",,,,,
Matira Dispensary,hm40S8Uzb1L,15155,bxngHzifzKY,Matira Dispensary,,,,,POINT,"[35.55953,0.92902]",,,,,
Sisiya Dispensary,Hrz6SgtcgBa,15595,bxngHzifzKY,Sisiya Dispensary,,,,,POINT,"[35.58785,0.99472]",,,,,
Koitugum Dispensary,GLHQxmoDYcZ,14969,z5brnaiDs4p,Koitugum Dispensary,,,,,POINT,#N/A,,,,,
Tenden Dispensary,quLxdYla7F6,15716,z5brnaiDs4p,Tenden Dispensary,,,,,POINT,"[35.36301,1.01597]",,,,,
Waihara Medical Clinic,odyhDEVaKIC,11154,mKOh6Ubsn0x,Waihara Medical Clinic,,,,,POINT,"[36.7872,-0.54307]",,,,,
Mahanga Community Unit,PHJHQG11nPm,,QPgGjJSA4pB,Mahanga Community Unit,,,,,NONE,,,,,,
Heshima Medical Clinic (Kangundo),Wr2W0KGNqUa,12058,vMPhBuymSKt,Heshima MC (Kangundo),,,,,NONE,,,,,,
Dr E K Ritho Paediatric Clinic,L8CnesH6mCw,10119,At5MPktCh4M,Dr E K Ritho Paediatric C,,,,,POINT,"[36.94879,-0.42079]",,,,,
Ruby Medical Centre,ZWIpQ03M1WL,10968,P3TwXvbGu0Y,Ruby Medical Centre,,,,,NONE,,,,,,
Mata Dispensary (Taveta),eBEloHL6afC,11577,m1IPtRRgcm9,Mata Dispensary (Taveta),,,,,POINT,"[37.75595,-3.47486]",,,,,
Kaptumo Sub-County Hospital,u1GwmEW9bNo,14792,qj48MUGxhs9,Kaptumo Sub-County Hosp,,,,,POINT,"[35.004246,0.04219]",,,,,
Kitobo Dispensary (Taveta),z2ur5RpGme8,11490,SRbWfuqghtn,Kitobo Dispensary,,,,It is at near Kitobo Pri. Sch. approximately 8Km from Taveta town,POINT,"[37.61278,-3.44008]",,,,,
St Lucy Medical Clinic,cWVRiosLa5I,17370,LSpZcRA9tgp,St Lucy Medical Clinic,,,,,POINT,"[36.65886,-1.21091]",,,,,
Mainga Dispensary,DsOK1u3aO6G,21208,DP7qvMiw5Du,Mainga Dispensary,,,,,POINT,"[34.67130,-0.04727]",,,,,
Lang'ata Dispensary,KyonjDmOEi9,18762,PN1D8Nm8ufZ,Lang'ata Dispensary,,,,,POINT,"[36.93975,-1.21937]",,,,,
Mbaleway Side Clinic,smevdO8k4H9,16013,af8ohZ5YbyQ,Mbaleway Side Clinic,Off Equity Bank,,,,POINT,"[34.72021,0.07966]",,,,,
Timboroa Health Centre,wbP8qyNnPJ2,15725,KUL5AR13rwy,Timboroa Health Centre,,,,,POINT,"[35.54387,0.06395]",,,,,
Uradi Health Centre,ER9BOdawZcT,17183,zaHyyp9lXME,Uradi Health Centre,,,,,POINT,"[34.15762,0.12156]",,,,,
Mkunga Clinic,dNNCJcHxNSm,13094,Qusks6YHAmd,Mkunga Marternity Clinic,,,,,POINT,"[36.89408,-1.22089]",,,,,
Kp&Tc Staff Clinic,N1ZNccNbQCB,11502,lZiLgEqsjq5,KP&TC Staff Clinic,Closed,,,,POINT,,,,,,
EDARP Soweto Health Centre,RVQtRwy75Wt,13191,Qjd5eRv25sb,Edarp soweto Health Centr,Off Masimba Stage Towards Soweto Market,,,Operational,POINT,"[36.9097,-1.27951]",,,,,
Utugi Medical Clinic Kitengela,RIY3sOQqFab,18193,L6v0cndEtYB,Utugi Medical Clinic Kite,,,,,NONE,,,,,,
Chemase Health Centre,BRqSWipcO7v,14315,EHPasx2Mt1b,Chemase Health Centre,,,,,POINT,"[35.06395,-0.01376]",,,,,
Gathanga Health Centre,wOcT7C4Gqzh,10214,v46jgbTAri7,Gathanga Health Centre,,,,,POINT,,,,,,
Alpha Medical Agency,hNDKFPKWYOa,19880,NHcPsj2IMSr,Alpha Medical Agency,,,,,POINT,"[34.72601,0.11621]",,,,,
Ngeria South Dispensary,WoUpZkE4oXk,15345,gQ7WBbu9IbN,Ngeria South Dispensary,,,,,POINT,"[35.27013,0.30827]",,,,,
Kiangwachi Medical Clinic,ixRBQWTcJN6,10560,BSHD4ORT4xu,Kiangwachi Medical Clinic,,,,,NONE,,,,,,
Cfws Shops,EmV0mzh1iVT,10084,fCiM1MhUvOj,CFWS Shops,,,,,NONE,,,,,,
Kaprobu Dispensary,qxWvjRvHSmh,21551,TCTO059sj6I,Kaprobu Dispensary,,,,,POINT,"[0.67555,35.30832]",,,,,
New Partner Initiative (Npi) Sasa Centre,IXiW4BiWDLD,18218,LR8RoEpERGM,NPI SASA,,,,,POINT,"[36.85236,-1.27135]",,,,,
Kanduyi Health Centre-CWSK,tJRHKqsV0Vd,18443,ysCS3ZD38VF,Kanduyi Health centre- CWSK,,,,New facility,POINT,"[34.55301,0.59441]",,,,,
Jasho Medical Clinic,JnOJFkOE4Ly,16448,af8ohZ5YbyQ,Jasho medical clinic,off mbale mkt kk road,,,under new management,POINT,"[34.7192,0.0795]",,,,,
Lodokejek Catholic Dispensary,zxc7CoENEFF,15047,PRuQd7VjO3x,Lodokejek Catholic Dispensary,Dispensary,,,,POINT,"[36.86037,0.85117]",,,,,
Single Cell Medical Clinic,tSF1ZbrmYSm,11798,OvI6w06DhPJ,Single Cell MC,closed,,,,NONE,,,,,,
Karura (SDA) Dispensary,rZZoc2Xfu2H,10506,L4eA6Nld41v,Karura (SDA) Dispensary,,,,,POINT,"[36.74285,-1.19475]",,,,,
Kari Health Centre,lfRHUMNOVOS,,HWHpeXSxVCb,KARI Health Centre,,,,,NONE,,,,,,
Segero central,kAuyK6C5k2i,,LXgF3A1KBLn,Segero central,,,,,NONE,,,,,,
Kulesa Dispensary,YmN4I9HVfes,16195,aLLewdAnspB,Kulesa Dispensary,,,,,POINT,"[40.0867,-2.18831]",,,,,
Mwangaza Tana Medical Clinic,WVNODG8MsAK,20015,dckG5TO7hf8,Mwangaza Tana Medical Clinic,Clinic,,,operational,POINT,"[40.1382,-2.64012]",,,,,
St Michael Goodwill Medical Clinic,WfDW1w2Hyjg,18179,aiqi2bz0IMI,St Michael Medical Clinic,,,,closed,POINT,"[36.98322,-1.12954]",,,,,
Marigat Sub County,dSLnPmNlm8Q,747,vvOK1BxTbet,Marigat,,,,,NONE,,,,,,
Premier Medical Clinic (Kangundo),Vxd0N1DqNpS,12706,vMPhBuymSKt,Premier MC (Kangundo),,,,,NONE,,,,,,
Sibilo Dispensary,BD4MjPdzyUY,15562,SRnkv6Fgvoh,Sibilo Dispensary,,,,,POINT,"[35.89596,0.70729]",,,,,
Siana Springs Dispensary,CCZU3sKz69x,15561,amNn0DeeFdo,Siana Springs Dispensary,,,,,POINT,"[35.4262,-1.62098]",,,,,
Kojonga Dispensary,JaiUmRIBDPR,14973,fF2CijNSPDI,Kojonga Dispensary,,,,,POINT,"[36.13057,-0.96615]",,,,,
Stella Maris Dispensary,yLhTPeusK9l,17775,bZcRxqnzRy0,Stella Maris MC,,,,,NONE,,,,,,
Kingandole Ward,uHJ0GgTgj0p,,RIBiZFJxB1K,Kingandole Ward,,,,,NONE,,,,,,
Mochenwa Dispensary,DQ9uKSobLf0,13818,sHxQtj2KMIR,Mochenwa Dispensary,,,,,POINT,#N/A,,,,,
Disciples of Mercy Clinic,H2T8SxOU1zP,13534,xyzeTkTa8o7,Disciples of Mercy Clinic,,,,,POINT,"[34.80129,-0.05596]",,,,,
Martmerg Medical Clinic,cs1EcAzZtlx,10695,Lc6GluslY9h,Martmerg Medical Clinic,,,,,POINT,"[36.93209,-1.18953]",,,,,
St Orsola Mission Hospital,qxRsPXiP9p4,12769,rZ0Io1sU38M,St Orsola Mission Hospita,,,,,POINT,"[37.90028,-0.31621]",,,,,
Kinna Health Centre,EkOzgHoE8yb,12323,um7zkcazal1,Kinna Health Centre,,,,Operational,POINT,"[38.20633,0.32042]",,,,,
Emmanuel Medical Clinic (Nyeri North),dtOZxBQHrkP,10168,Ls8TbRfbKBs,Emmanuel MC (Nyeri North),,,,,POINT,"[36.7789,-0.12245]",,,,,
Jevros Clinic,naa6PTuNZM4,13635,EmSsP2C6A3h,Jevros Clinic,,,,,POINT,"[34.56822,-0.86167]",,,,,
Olkokwe Dispensary,ZNsStAY2WEU,15410,LYDEE54oZAu,Olkokwe dispensary,,,,,POINT,"[36.06841,0.0823]",,,,,
Senende community Unit,fJ2TqOgwnGG,,zwnu6Pa5gLi,Senende community Unit,,,,"Link Facility
Hamisi SDH",NONE,,,,,,
Karai Medical Clinic,nMJjOqfDdbQ,19665,Nv8G0Ki2owJ,Karai Medical Clinic,,,,Closed,POINT,"[36.49169,0.01416]",,,,,
Rehema VCT Centre,UHTP0OylQIe,16461,iphxMgFUJmE,Rehema VCT Centre,,,,,POINT,"[34.8596,0.12859]",,,,,
Segut Dispensary,mOz7ow8Inb3,15539,SNs5tEDSO0k,Segut Dispensary,,,,,NONE,,,,,,
Chepkoiyo Dispensary,J8i6djsoPgB,,upEtsdaf6Ri,Chepkoiyo Dispensary,,,,,NONE,,,,,,
Eliezeri Medical Clinic,xUpBlXZlInT,,UPplEbma7DN,Eliezeri Medical Clinic,,,,,NONE,,,,,,
Kasaka Dispensary,LYTyQH8xnIv,,hOymt7wmmCI,Kasaka Dispensary,,,,,NONE,,,,,,
Ilaiser Dispensary,EW3GKMMgsve,14562,N27Hb5r1QR5,Ilaiser Dispensary,,,,,POINT,"[36.10432,-0.88928]",,,,,
Mugurin Dispensary,plOjjO8D92R,15246,LYDEE54oZAu,Mugurin Dispensary,,,,,POINT,"[36.02301,0.05957]",,,,,
Ivola Community Health Unit,IpnsXa9iuha,,GwLVDDMCfyU,Ivola Community Health Unit,,,,,NONE,,,,,,
Chepkopegh Dipensary,QA05AimrcCm,14342,cQvnOvaqDNE,Chepkopegh Dipensary,,,,,POINT,"[35.23047,1.45951]",,,,,
Madzuu Community Unit,Y9wxKyYGMMw,,QPgGjJSA4pB,Madzuu Community Unit,,,,,NONE,,,,,,
Emanda A Community Unit,UAkD0KEuLcf,,dhpZNi2matH,Emanda A Community Unit,,,,,NONE,,,,,,
Matara ENT Clinic,KWAyW6YZGmA,10704,At5MPktCh4M,Matara ENT Clinic,,,,,POINT,,,,,,
Emutsalwa Community Health Unit,x2ofTXZkeiB,,UgJPzSFxXX4,Emutsalwa Community Health Unit,,,,,NONE,,,,,,
Mikindani Centre of Hope,VAl6rQLEgdF,18561,AtSX1b8b5wZ,Mikindani Centre of Hope,not operational,,,site closed since Oct 2012,NONE,,,,,,
Hope Medical Clinic (Nyeri North),tskgyEhFkKa,10327,REFeM2dROq3,Hope MC (Nyeri North),,,,,NONE,,,,,,
Gil Med Clinic,tABOPfkwdMz,,ST78NM0nd2J,GIL Med Clinic,Medical clinic,,,,NONE,#N/A,,,,,
Medical Clinic (Likoni),a1v6zcMrGeB,11596,SwcDu8wwQiR,Medical Clinic (Likoni),,,,,NONE,,,,,,
Muskut Health Centre,Za4lCJygj6e,15260,k3OQIur2Wia,Muskut Health Centre,,,,,POINT,"[35.62697,0.36931]",,,,,
Meru KMTC Student/Staff Clinic,VvCQlpg7mKd,20053,EossaGDQulP,Meru KMTC Student/Staff Clinic,Medical Clinic,,,,POINT,"[37.65273,0.05053]",,,,,
Ngura Medical Clinic,cvuHlMOdiyk,20297,rPWcODiKrP8,Ngura Medical Clinic,,,,,POINT,"[38.31120,-0.803938]",,,,,
Mutonya Dispensary,kNzjNXgmJpc,,B1GDVDYIGwK,Mutonya Dispensary,,,,,NONE,,,,,,
Kari Health Clinic,zglOjJmJNAI,13005,TpTOC5VcUGe,KARI Health Clinic,,,,,POINT,,,,,,
Eunice Medical Clinic,NoZIrttrkFr,10173,mKOh6Ubsn0x,Eunice Medical Clinic,,,,,POINT,"[36.94388,-0.54825]",,,,,
Pap Kodero Health Centre,ybNHUZ8G4xz,14013,c8htRsEJD2W,Pap Kodero Health Centre,,,,,POINT,"[34.32236,0.24657]",,,,,
Lamu Beyond Zero Clinic1,apzWN9C3UzC,,khU4bMjWLt6,Lamu Beyond Zero Clinic1,The clinic is based at Mokowe health centre next to mokowe secondary school,,,,POINT,"[41.48832,-1.74409]",,,,,
Lieta Health Centre (Rarieda),ZFly5uT5UHQ,17439,VlWsveTXbi3,Lieta  Health Centre,,,,,POINT,"[34.32313,-0.28374]",,,,,
St Anne's Medical Clinic,Bxv9A472U3V,11075,EcRytSSIkUq,St. Anne's Medical Clinic,,,,,NONE,,,,,,
Sairo Dispensary (CDF),Y8bM8j7w8lh,16405,QBwORnYdu0e,Sairo Dispensary (CDF),,,,NON EXSISTANCE,NONE,,,,,,
Oaklands Estate Dispensary,a0Q2u85Mn3d,10907,WsPnZQHN2CZ,Oaklands Estate Dispensary,,,,,POINT,"[36.91638,-1.09539]",,,,,
Kisegi Sub-District Hospital,OfxfIsa0tyF,13701,gieorchg4LE,Kisegi SDH,,,,,POINT,"[34.05712,-0.64686]",,,,,
Nalepo Medical Clinic,vCwKN0hqOTu,15293,fF2CijNSPDI,Nalepo Medical Clinic,,,,,POINT,"[36.083,-1.07839]",,,,,
Tenderwa dispensary,jR0oibIbsr2,21082,SNs5tEDSO0k,Tenderwa dispensary,,,,,NONE,,,,,,
Gakawa Dispensary,wpzFaD5rUsJ,10200,FsRuO9llshq,Gakawa Dispensary,,,,,POINT,"[37.06419,-0.01878]",,,,,
Uzima Gatwe Clinic,usM7Ugi7Swz,11142,pToDCseGSVa,Uzima Gatwe Clinic,,,,,NONE,,,,,,
Ziwa SDA,rzcoInvlyVG,17220,DUsGbpnzvet,Ziwa SDA,,,,,POINT,"[35.21261,0.83916]",,,,,
Kizimani Mission Clinic,iqFnnVRxfLj,21150,hBftnwiDBHL,Kizimani Mission Clinic,,,,,POINT,"[37.39744,-1.335435]",,,,,
Sinoko Community Unit,LHsHjFeRrCt,600561,c6udqJED2EB,Sinoko Community Unit,,,,,NONE,,,,,,
Panpaper Kaptagat,ulnGNx7Vao3,15457,elLT94gpbch,Panpaper Kaptagat,,,,,POINT,"[35.48232,0.43094]",,,,,
Ebusikhale Community Health Unit,h28FjS3QZ2N,600653,qIGDrvFNv3H,Ebusikhale CHU,,,,,POINT,"[34.58669,0.02453]",,,,,
Sugoi A Community Health Unit,MwhyjBjfxES,600873,yiZvQ17Ynhg,Sugoi A CHU,Community Unit,,,,POINT,"[35.09734,0.58778]",,,,,
New Mtongwe Clinic,CHAKtcekQe4,,SwcDu8wwQiR,New Mtongwe Clinic,,,,,NONE,,,,,,
Vumilia Medical Clinic,gOdAomNI7Yp,17915,klgKsqqI93s,Vumilia Medical Clinic,,,,,POINT,,,,,,
Slope Optician Clinic,PVtfEaGrZ9P,11014,BSHD4ORT4xu,Slope Optician,,,,,POINT,,,,,,
Jamii Med Clinic,IDz3tcxavRl,17265,cN3gQ1BXbVr,Jamii Med Clinic,,,,,NONE,#N/A,,,,,
Emabungo Community Unit,ZPiysefB4NH,,Av2bHzt2Sqw,Emabungo Community Unit,,,,,NONE,,,,,,
Tumaini Rh Clinic,NbKiAIp18Ym,12809,fEYm1lDe2ES,Tumaini RH Clinic,,,,,POINT,"[37.32282,-1.27052]",,,,,
